Timestamp,ECG Value,LO+ Status,LO- Status,ECG_Clean,Time,R_Peak,Q_Peak,S_Peak,T_Peak,P_Peak,P-R Interval,Q-T Interval,S-T Interval
18.794569492340088,300.0,0.0,0.0,298.95051935773773,0.792,0,0,0,0,0,,,
18.878427743911743,300.0,0.0,0.0,298.4874599891747,0.796,0,0,0,0,0,,,
18.975504875183105,298.0,0.0,0.0,300.1975138599669,0.8,0,0,0,0,0,,,
19.060864210128784,295.0,0.0,0.0,301.88277999735686,0.804,0,0,0,0,0,,,
19.156226634979248,294.0,0.0,0.0,299.7610168086252,0.808,0,0,0,0,0,,,
19.250853538513184,308.0,0.0,0.0,292.4672592439697,0.812,0,0,0,0,0,,,
19.346213579177856,298.0,0.0,0.0,285.2068547120282,0.816,0,1,0,0,0,,,
19.441078901290894,292.0,0.0,0.0,288.3501174306245,0.82,0,0,0,0,0,,,
19.53786683082581,296.0,0.0,0.0,308.1628915500263,0.824,0,0,0,0,0,,,
19.63036751747132,215.0,0.0,0.0,337.0057375380632,0.828,0,0,0,0,0,,,
19.725725889205933,544.0,0.0,0.0,355.53281994664,0.832,1,0,0,0,1,0.17199999999999993,0.132,0.09999999999999998
19.82146668434143,306.0,0.0,0.0,348.7547844358981,0.836,0,0,0,0,0,,,
19.91601276397705,278.0,0.0,0.0,320.2266294479043,0.84,0,0,0,0,0,,,
20.01126337051392,280.0,0.0,0.0,288.6972448087579,0.844,0,0,0,0,0,,,
20.09678053855896,284.0,0.0,0.0,271.8138404135648,0.848,0,0,1,0,0,,,
20.185341119766235,287.0,0.0,0.0,274.4349833296116,0.852,0,0,0,0,0,,,
20.295528650283813,292.0,0.0,0.0,289.8908047671458,0.856,0,0,0,0,0,,,
20.390349626541138,298.0,0.0,0.0,307.9797630739502,0.86,0,0,0,0,0,,,
20.4868712425232,318.0,0.0,0.0,321.0705363934589,0.864,0,0,0,0,0,,,
20.565354585647583,334.0,0.0,0.0,326.01859040096224,0.868,0,0,0,0,0,,,
20.659796714782715,326.0,0.0,0.0,323.7946597423757,0.872,0,0,0,0,0,,,
20.75552558898925,313.0,0.0,0.0,318.0901571144202,0.876,0,0,0,0,0,,,
20.85645794868469,310.0,0.0,0.0,313.0208377605511,0.88,0,0,0,0,0,,,
20.94379091262817,312.0,0.0,0.0,310.8403610023598,0.884,0,0,0,0,0,,,
21.03942322731018,315.0,0.0,0.0,311.2514045350428,0.888,0,0,0,0,0,,,
21.13135266304016,312.0,0.0,0.0,312.64023243970854,0.892,0,0,0,0,0,,,
21.22666025161743,314.0,0.0,0.0,313.816686826509,0.896,0,0,0,0,0,,,
21.32150173187256,313.0,0.0,0.0,314.7317479564765,0.9,0,0,0,0,0,,,
21.425607919693,316.0,0.0,0.0,315.97719606488795,0.904,0,0,0,0,0,,,
21.511143684387207,318.0,0.0,0.0,317.95922320008185,0.908,0,0,0,0,0,,,
21.60976934432984,321.0,0.0,0.0,320.57615559519246,0.912,0,0,0,0,0,,,
21.70298838615417,325.0,0.0,0.0,323.476176276973,0.916,0,0,0,0,0,,,
21.79717969894409,325.0,0.0,0.0,326.4144653564927,0.92,0,0,0,0,0,,,
21.90883564949036,328.0,0.0,0.0,329.31461961589184,0.924,0,0,0,0,0,,,
21.989294052124023,334.0,0.0,0.0,332.10666855137896,0.928,0,0,0,0,0,,,
22.092697858810425,334.0,0.0,0.0,334.6515540613861,0.932,0,0,0,0,0,,,
22.179888486862183,337.0,0.0,0.0,336.83570256689205,0.936,0,0,0,0,0,,,
22.26014494895935,340.0,0.0,0.0,338.6300682254948,0.94,0,0,0,0,0,,,
22.337374925613403,337.0,0.0,0.0,339.97495547699293,0.944,0,0,0,0,0,,,
22.43304324150085,341.0,0.0,0.0,340.66821191623404,0.948,0,0,0,1,0,,,
22.51408576965332,342.0,0.0,0.0,340.5480164582446,0.952,0,0,0,0,0,,,
22.59241914749145,341.0,0.0,0.0,339.89518586689263,0.956,0,0,0,0,0,,,
22.689293384552,341.0,0.0,0.0,339.4738927091503,0.96,0,0,0,0,0,,,
22.765952825546265,336.0,0.0,0.0,339.76599907527583,0.964,0,0,0,0,0,,,
22.86031222343445,338.0,0.0,0.0,339.9600806034049,0.968,0,0,0,0,0,,,
22.93960738182068,335.0,0.0,0.0,338.1464344454203,0.972,0,0,0,0,0,,,
23.03391003608704,339.0,0.0,0.0,333.53150647818575,0.976,0,0,0,0,0,,,
23.12839818000793,339.0,0.0,0.0,329.1527732384336,0.98,0,1,0,0,0,,,
23.207738637924194,335.0,0.0,0.0,331.6061102563406,0.984,0,0,0,0,0,,,
23.2858521938324,336.0,0.0,0.0,345.77602229361145,0.988,0,0,0,0,0,,,
23.381088972091675,329.0,0.0,0.0,368.0022255188255,0.992,0,0,0,0,0,,,
23.45914959907532,407.0,0.0,0.0,385.4038450780343,0.996,1,0,0,0,1,0.16400000000000003,0.1280000000000001,0.09200000000000008
23.54015040397644,445.0,0.0,0.0,384.9797401182426,1.0,0,0,0,0,0,,,
23.63458228111267,325.0,0.0,0.0,365.1123120951498,1.004,0,0,0,0,0,,,
